user_id,employee_name,department,job_title,date,login_count,logoff_count,night_logins,unique_pcs,session_duration_total,session_duration_avg,usb_connect,usb_disconnect,file_opened,file_copied,file_deleted,file_downloaded,file_uploaded,file_edited,total_file_operations,sensitive_files_accessed,unique_files_accessed,systems_accessed,file_operations_detail,emails_sent,external_mails,email_attachments,avg_email_size,http_requests,unique_urls,O,C,E,A,N,risk_score,anomaly_label,risk_profile
EIJ9353,Nancy Lee,Engineering,Tech Lead,2024-01-06,5,5,0,2,1332,266.4,0,0,6,2,0,0,0,3,11,1,11,"Database_Dev,Git_Repository,SharePoint,Database_Production,SAP_ERP,HRMS","[{'operation': 'open', 'file_name': 'code_20210313.docx', 'system': 'SAP_ERP', 'is_sensitive': False, 'timestamp': '2024-01-06 23:02:00'}, {'operation': 'open', 'file_name': 'deployment_20207918.xlsx', 'system': 'HRMS', 'is_sensitive': False, 'timestamp': '2024-01-06 01:48:00'}, {'operation': 'open', 'file_name': 'code_20235736.sql', 'system': 'Database_Dev', 'is_sensitive': False, 'timestamp': '2024-01-06 18:55:00'}, {'operation': 'open', 'file_name': 'test_20211394.pdf', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-06 10:34:00'}, {'operation': 'open', 'file_name': 'design_20204777.pdf', 'system': 'SharePoint', 'is_sensitive': False, 'timestamp': '2024-01-06 07:10:00'}, {'operation': 'open', 'file_name': 'api_20235994.txt', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-06 17:08:00'}, {'operation': 'copy', 'file_name': 'api_20212696.sql', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-06 09:36:00'}, {'operation': 'copy', 'file_name': 'internal_test_20227014.zip', 'system': 'SAP_ERP', 'is_sensitive': True, 'timestamp': '2024-01-06 03:26:00'}, {'operation': 'edit', 'file_name': 'spec_20230413.sql', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-06 11:10:00'}, {'operation': 'edit', 'file_name': 'test_20217890.txt', 'system': 'Database_Dev', 'is_sensitive': False, 'timestamp': '2024-01-06 17:02:00'}]",33,11,15,12992,103,63,50,34,49,39,27,21.12,1,low
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-26,3,3,0,1,507,169.0,0,0,20,4,0,0,5,11,40,11,40,"Database_Dev,Git_Repository,Salesforce,SharePoint,Database_Production,Cloud_Storage,SAP_ERP,FileServer_01,FileServer_02,HRMS","[{'operation': 'open', 'file_name': 'deployment_20218651.json', 'system': 'HRMS', 'is_sensitive': False, 'timestamp': '2024-01-26 17:53:00'}, {'operation': 'open', 'file_name': 'spec_20233592.pdf', 'system': 'FileServer_01', 'is_sensitive': False, 'timestamp': '2024-01-26 08:48:00'}, {'operation': 'open', 'file_name': 'spec_20234387.xml', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-26 01:16:00'}, {'operation': 'open', 'file_name': 'test_20231443.sql', 'system': 'Database_Dev', 'is_sensitive': False, 'timestamp': '2024-01-26 18:38:00'}, {'operation': 'open', 'file_name': 'spec_20229484.pdf', 'system': 'Cloud_Storage', 'is_sensitive': False, 'timestamp': '2024-01-26 18:37:00'}, {'operation': 'open', 'file_name': 'build_20207449.pptx', 'system': 'Salesforce', 'is_sensitive': False, 'timestamp': '2024-01-26 17:37:00'}, {'operation': 'open', 'file_name': 'private_api_20226662.docx', 'system': 'Salesforce', 'is_sensitive': True, 'timestamp': '2024-01-26 21:38:00'}, {'operation': 'open', 'file_name': 'design_20236753.xml', 'system': 'SharePoint', 'is_sensitive': False, 'timestamp': '2024-01-26 15:12:00'}, {'operation': 'open', 'file_name': 'deployment_20236431.json', 'system': 'Cloud_Storage', 'is_sensitive': False, 'timestamp': '2024-01-26 04:36:00'}, {'operation': 'open', 'file_name': 'private_deployment_20221755.csv', 'system': 'Cloud_Storage', 'is_sensitive': True, 'timestamp': '2024-01-26 05:32:00'}]",40,9,8,38315,209,85,15,11,37,27,30,87.2,-1,medium
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-25,7,7,2,2,1959,279.86,0,0,22,6,0,0,4,6,38,10,38,"Git_Repository,Database_Dev,Salesforce,SharePoint,Database_Production,Cloud_Storage,SAP_ERP,FileServer_01,FileServer_02,HRMS","[{'operation': 'open', 'file_name': 'code_20209833.pdf', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-25 20:04:00'}, {'operation': 'open', 'file_name': 'code_20208694.xlsx', 'system': 'SharePoint', 'is_sensitive': False, 'timestamp': '2024-01-25 12:46:00'}, {'operation': 'open', 'file_name': 'confidential_deployment_20221878.docx', 'system': 'Cloud_Storage', 'is_sensitive': True, 'timestamp': '2024-01-25 07:21:00'}, {'operation': 'open', 'file_name': 'spec_20211646.txt', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-25 11:00:00'}, {'operation': 'open', 'file_name': 'code_20207604.sql', 'system': 'Salesforce', 'is_sensitive': False, 'timestamp': '2024-01-25 13:32:00'}, {'operation': 'open', 'file_name': 'code_20203542.sql', 'system': 'Salesforce', 'is_sensitive': False, 'timestamp': '2024-01-25 17:05:00'}, {'operation': 'open', 'file_name': 'design_20230054.sql', 'system': 'Salesforce', 'is_sensitive': False, 'timestamp': '2024-01-25 10:35:00'}, {'operation': 'open', 'file_name': 'confidential_deployment_20209056.txt', 'system': 'FileServer_01', 'is_sensitive': True, 'timestamp': '2024-01-25 04:08:00'}, {'operation': 'open', 'file_name': 'internal_code_20226449.pdf', 'system': 'HRMS', 'is_sensitive': True, 'timestamp': '2024-01-25 10:16:00'}, {'operation': 'open', 'file_name': 'design_20232706.zip', 'system': 'FileServer_01', 'is_sensitive': False, 'timestamp': '2024-01-25 08:27:00'}]",31,7,10,16925,12,6,43,24,50,13,18,92.47,-1,medium
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-24,5,5,0,3,1841,368.2,0,0,9,4,0,0,1,7,21,6,21,"Git_Repository,Database_Dev,Salesforce,SharePoint,Database_Production,Cloud_Storage,SAP_ERP,FileServer_02,FileServer_01,HRMS","[{'operation': 'open', 'file_name': 'confidential_design_20206860.txt', 'system': 'Database_Production', 'is_sensitive': True, 'timestamp': '2024-01-24 00:16:00'}, {'operation': 'open', 'file_name': 'confidential_deployment_20221666.pptx', 'system': 'Git_Repository', 'is_sensitive': True, 'timestamp': '2024-01-24 05:48:00'}, {'operation': 'open', 'file_name': 'restricted_api_20228218.txt', 'system': 'SharePoint', 'is_sensitive': True, 'timestamp': '2024-01-24 22:38:00'}, {'operation': 'open', 'file_name': 'confidential_deployment_20225609.xml', 'system': 'Database_Production', 'is_sensitive': True, 'timestamp': '2024-01-24 21:53:00'}, {'operation': 'open', 'file_name': 'deployment_20216759.docx', 'system': 'HRMS', 'is_sensitive': False, 'timestamp': '2024-01-24 16:16:00'}, {'operation': 'open', 'file_name': 'internal_deployment_20220578.json', 'system': 'Database_Dev', 'is_sensitive': True, 'timestamp': '2024-01-24 13:31:00'}, {'operation': 'open', 'file_name': 'test_20234830.xml', 'system': 'FileServer_02', 'is_sensitive': False, 'timestamp': '2024-01-24 18:29:00'}, {'operation': 'open', 'file_name': 'build_20218505.xlsx', 'system': 'FileServer_02', 'is_sensitive': False, 'timestamp': '2024-01-24 15:46:00'}, {'operation': 'open', 'file_name': 'test_20206355.xlsx', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-24 13:45:00'}, {'operation': 'copy', 'file_name': 'deployment_20238731.csv', 'system': 'Salesforce', 'is_sensitive': False, 'timestamp': '2024-01-24 19:34:00'}]",49,14,19,17751,90,60,13,43,46,36,45,47.7,-1,medium
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-05,8,8,2,2,1287,160.88,0,0,6,2,0,0,1,3,12,2,12,"Git_Repository,Salesforce,SharePoint,Database_Production,FileServer_01,FileServer_02,SAP_ERP","[{'operation': 'open', 'file_name': 'code_20226198.json', 'system': 'SharePoint', 'is_sensitive': False, 'timestamp': '2024-01-05 22:45:00'}, {'operation': 'open', 'file_name': 'api_20206032.txt', 'system': 'SharePoint', 'is_sensitive': False, 'timestamp': '2024-01-05 07:38:00'}, {'operation': 'open', 'file_name': 'build_20212454.xlsx', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-05 04:54:00'}, {'operation': 'open', 'file_name': 'internal_api_20228511.txt', 'system': 'Git_Repository', 'is_sensitive': True, 'timestamp': '2024-01-05 08:00:00'}, {'operation': 'open', 'file_name': 'code_20223660.pptx', 'system': 'FileServer_01', 'is_sensitive': False, 'timestamp': '2024-01-05 20:34:00'}, {'operation': 'open', 'file_name': 'design_20213088.pdf', 'system': 'FileServer_02', 'is_sensitive': False, 'timestamp': '2024-01-05 20:13:00'}, {'operation': 'copy', 'file_name': 'spec_20212796.xlsx', 'system': 'FileServer_02', 'is_sensitive': False, 'timestamp': '2024-01-05 07:53:00'}, {'operation': 'copy', 'file_name': 'code_20226162.json', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-05 20:40:00'}, {'operation': 'upload', 'file_name': 'build_20201499.csv', 'system': 'SAP_ERP', 'is_sensitive': False, 'timestamp': '2024-01-05 14:29:00'}, {'operation': 'edit', 'file_name': 'design_20219695.csv', 'system': 'Salesforce', 'is_sensitive': False, 'timestamp': '2024-01-05 02:17:00'}]",44,17,19,42999,110,63,42,10,46,36,24,46.61,1,medium
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-17,8,8,1,3,2333,291.62,1,1,12,2,0,2,3,6,25,8,25,"Database_Dev,Git_Repository,Salesforce,SharePoint,Database_Production,Cloud_Storage,SAP_ERP,FileServer_02,HRMS","[{'operation': 'open', 'file_name': 'api_20224661.xlsx', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-17 09:21:00'}, {'operation': 'open', 'file_name': 'design_20209472.xml', 'system': 'Salesforce', 'is_sensitive': False, 'timestamp': '2024-01-17 09:57:00'}, {'operation': 'open', 'file_name': 'design_20221572.docx', 'system': 'SharePoint', 'is_sensitive': False, 'timestamp': '2024-01-17 06:00:00'}, {'operation': 'open', 'file_name': 'test_20238318.docx', 'system': 'SharePoint', 'is_sensitive': False, 'timestamp': '2024-01-17 16:21:00'}, {'operation': 'open', 'file_name': 'code_20209655.txt', 'system': 'Database_Dev', 'is_sensitive': False, 'timestamp': '2024-01-17 08:58:00'}, {'operation': 'open', 'file_name': 'api_20203612.sql', 'system': 'HRMS', 'is_sensitive': False, 'timestamp': '2024-01-17 07:09:00'}, {'operation': 'open', 'file_name': 'internal_deployment_20228948.pptx', 'system': 'HRMS', 'is_sensitive': True, 'timestamp': '2024-01-17 16:35:00'}, {'operation': 'open', 'file_name': 'deployment_20209965.docx', 'system': 'Salesforce', 'is_sensitive': False, 'timestamp': '2024-01-17 11:05:00'}, {'operation': 'open', 'file_name': 'spec_20210547.docx', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-17 20:28:00'}, {'operation': 'open', 'file_name': 'api_20238283.txt', 'system': 'Salesforce', 'is_sensitive': False, 'timestamp': '2024-01-17 18:42:00'}]",35,3,7,9710,104,70,15,37,41,14,17,76.99,-1,medium
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-06,5,5,1,2,1910,382.0,0,0,15,3,0,0,5,4,27,4,27,"Git_Repository,Database_Dev,HRMS,Salesforce,SharePoint,Database_Production,Cloud_Storage,FileServer_02,FileServer_01,SAP_ERP","[{'operation': 'open', 'file_name': 'spec_20206096.pdf', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-06 19:00:00'}, {'operation': 'open', 'file_name': 'confidential_api_20235487.xlsx', 'system': 'Git_Repository', 'is_sensitive': True, 'timestamp': '2024-01-06 11:39:00'}, {'operation': 'open', 'file_name': 'design_20208720.docx', 'system': 'FileServer_02', 'is_sensitive': False, 'timestamp': '2024-01-06 10:37:00'}, {'operation': 'open', 'file_name': 'spec_20227015.zip', 'system': 'Database_Dev', 'is_sensitive': False, 'timestamp': '2024-01-06 11:45:00'}, {'operation': 'open', 'file_name': 'deployment_20200823.txt', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-06 15:43:00'}, {'operation': 'open', 'file_name': 'api_20204888.txt', 'system': 'Salesforce', 'is_sensitive': False, 'timestamp': '2024-01-06 03:12:00'}, {'operation': 'open', 'file_name': 'test_20227977.zip', 'system': 'FileServer_02', 'is_sensitive': False, 'timestamp': '2024-01-06 17:50:00'}, {'operation': 'open', 'file_name': 'confidential_build_20238742.sql', 'system': 'Cloud_Storage', 'is_sensitive': True, 'timestamp': '2024-01-06 05:55:00'}, {'operation': 'open', 'file_name': 'spec_20211811.pptx', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-06 22:21:00'}, {'operation': 'open', 'file_name': 'api_20219037.sql', 'system': 'FileServer_02', 'is_sensitive': False, 'timestamp': '2024-01-06 15:55:00'}]",4,0,0,32717,80,52,35,37,47,40,19,31.91,1,medium
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-21,4,4,0,1,843,210.75,1,1,16,5,1,1,4,4,31,11,31,"Database_Dev,Git_Repository,HRMS,Salesforce,SharePoint,Database_Production,Cloud_Storage,FileServer_01,FileServer_02,SAP_ERP","[{'operation': 'open', 'file_name': 'design_20237843.xlsx', 'system': 'FileServer_02', 'is_sensitive': False, 'timestamp': '2024-01-21 22:06:00'}, {'operation': 'open', 'file_name': 'private_test_20203265.zip', 'system': 'FileServer_01', 'is_sensitive': True, 'timestamp': '2024-01-21 05:22:00'}, {'operation': 'open', 'file_name': 'spec_20218651.zip', 'system': 'SAP_ERP', 'is_sensitive': False, 'timestamp': '2024-01-21 17:17:00'}, {'operation': 'open', 'file_name': 'restricted_deployment_20228333.pdf', 'system': 'FileServer_01', 'is_sensitive': True, 'timestamp': '2024-01-21 07:12:00'}, {'operation': 'open', 'file_name': 'deployment_20224995.sql', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-21 16:53:00'}, {'operation': 'open', 'file_name': 'confidential_design_20225583.csv', 'system': 'Cloud_Storage', 'is_sensitive': True, 'timestamp': '2024-01-21 14:31:00'}, {'operation': 'open', 'file_name': 'build_20212098.sql', 'system': 'Cloud_Storage', 'is_sensitive': False, 'timestamp': '2024-01-21 07:43:00'}, {'operation': 'open', 'file_name': 'deployment_20227307.pptx', 'system': 'SAP_ERP', 'is_sensitive': False, 'timestamp': '2024-01-21 19:10:00'}, {'operation': 'open', 'file_name': 'restricted_deployment_20206942.json', 'system': 'SharePoint', 'is_sensitive': True, 'timestamp': '2024-01-21 10:31:00'}, {'operation': 'open', 'file_name': 'design_20235554.xml', 'system': 'Database_Dev', 'is_sensitive': False, 'timestamp': '2024-01-21 11:57:00'}]",0,0,0,40681,177,64,47,19,23,48,47,76.15,-1,medium
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-23,4,4,2,3,782,195.5,0,0,17,7,0,2,2,11,39,11,39,"Git_Repository,Database_Dev,HRMS,Salesforce,SharePoint,Database_Production,Cloud_Storage,FileServer_02,FileServer_01,SAP_ERP","[{'operation': 'open', 'file_name': 'confidential_design_20205211.txt', 'system': 'Cloud_Storage', 'is_sensitive': True, 'timestamp': '2024-01-23 08:19:00'}, {'operation': 'open', 'file_name': 'build_20215757.pptx', 'system': 'HRMS', 'is_sensitive': False, 'timestamp': '2024-01-23 00:10:00'}, {'operation': 'open', 'file_name': 'deployment_20219822.xlsx', 'system': 'SAP_ERP', 'is_sensitive': False, 'timestamp': '2024-01-23 15:51:00'}, {'operation': 'open', 'file_name': 'api_20200331.docx', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-23 01:15:00'}, {'operation': 'open', 'file_name': 'build_20222389.json', 'system': 'Database_Dev', 'is_sensitive': False, 'timestamp': '2024-01-23 22:28:00'}, {'operation': 'open', 'file_name': 'internal_build_20216236.json', 'system': 'Database_Dev', 'is_sensitive': True, 'timestamp': '2024-01-23 00:27:00'}, {'operation': 'open', 'file_name': 'confidential_code_20228518.pptx', 'system': 'SharePoint', 'is_sensitive': True, 'timestamp': '2024-01-23 16:19:00'}, {'operation': 'open', 'file_name': 'test_20234878.xml', 'system': 'SAP_ERP', 'is_sensitive': False, 'timestamp': '2024-01-23 10:50:00'}, {'operation': 'open', 'file_name': 'private_spec_20208592.xml', 'system': 'FileServer_02', 'is_sensitive': True, 'timestamp': '2024-01-23 18:23:00'}, {'operation': 'open', 'file_name': 'test_20212988.pptx', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-23 23:10:00'}]",43,10,12,25716,182,118,40,15,35,31,12,87.49,-1,medium
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-22,3,3,0,2,543,181.0,0,0,14,7,0,1,3,7,32,10,32,"Git_Repository,Database_Dev,Salesforce,SharePoint,Database_Production,Cloud_Storage,SAP_ERP,FileServer_01,FileServer_02,HRMS","[{'operation': 'open', 'file_name': 'code_20225898.json', 'system': 'SAP_ERP', 'is_sensitive': False, 'timestamp': '2024-01-22 12:30:00'}, {'operation': 'open', 'file_name': 'deployment_20228504.pptx', 'system': 'SAP_ERP', 'is_sensitive': False, 'timestamp': '2024-01-22 03:16:00'}, {'operation': 'open', 'file_name': 'design_20222764.pptx', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-22 03:24:00'}, {'operation': 'open', 'file_name': 'confidential_design_20211075.pptx', 'system': 'Git_Repository', 'is_sensitive': True, 'timestamp': '2024-01-22 17:40:00'}, {'operation': 'open', 'file_name': 'private_deployment_20215525.sql', 'system': 'Database_Production', 'is_sensitive': True, 'timestamp': '2024-01-22 04:39:00'}, {'operation': 'open', 'file_name': 'spec_20211004.txt', 'system': 'SharePoint', 'is_sensitive': False, 'timestamp': '2024-01-22 17:09:00'}, {'operation': 'open', 'file_name': 'api_20207431.sql', 'system': 'HRMS', 'is_sensitive': False, 'timestamp': '2024-01-22 07:45:00'}, {'operation': 'open', 'file_name': 'api_20219069.pptx', 'system': 'SAP_ERP', 'is_sensitive': False, 'timestamp': '2024-01-22 03:48:00'}, {'operation': 'open', 'file_name': 'private_spec_20204333.xlsx', 'system': 'Cloud_Storage', 'is_sensitive': True, 'timestamp': '2024-01-22 00:32:00'}, {'operation': 'open', 'file_name': 'private_code_20232307.zip', 'system': 'Git_Repository', 'is_sensitive': True, 'timestamp': '2024-01-22 04:03:00'}]",24,5,7,16885,154,52,29,50,13,44,43,59.88,-1,medium
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-30,6,6,2,1,1618,269.67,1,1,8,2,0,1,1,7,19,8,19,"Git_Repository,Database_Dev,HRMS,Salesforce,SharePoint,Database_Production,Cloud_Storage,FileServer_01,FileServer_02,SAP_ERP","[{'operation': 'open', 'file_name': 'private_deployment_20211250.txt', 'system': 'Salesforce', 'is_sensitive': True, 'timestamp': '2024-01-30 09:59:00'}, {'operation': 'open', 'file_name': 'design_20206031.txt', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-30 02:16:00'}, {'operation': 'open', 'file_name': 'test_20229804.json', 'system': 'FileServer_01', 'is_sensitive': False, 'timestamp': '2024-01-30 00:16:00'}, {'operation': 'open', 'file_name': 'private_spec_20235902.pdf', 'system': 'FileServer_02', 'is_sensitive': True, 'timestamp': '2024-01-30 16:31:00'}, {'operation': 'open', 'file_name': 'private_spec_20200831.csv', 'system': 'Database_Production', 'is_sensitive': True, 'timestamp': '2024-01-30 04:16:00'}, {'operation': 'open', 'file_name': 'confidential_test_20206869.sql', 'system': 'Database_Dev', 'is_sensitive': True, 'timestamp': '2024-01-30 13:05:00'}, {'operation': 'open', 'file_name': 'design_20202378.sql', 'system': 'SharePoint', 'is_sensitive': False, 'timestamp': '2024-01-30 06:16:00'}, {'operation': 'open', 'file_name': 'private_code_20222535.txt', 'system': 'FileServer_01', 'is_sensitive': True, 'timestamp': '2024-01-30 13:01:00'}, {'operation': 'copy', 'file_name': 'private_spec_20214615.xlsx', 'system': 'Cloud_Storage', 'is_sensitive': True, 'timestamp': '2024-01-30 19:28:00'}, {'operation': 'copy', 'file_name': 'restricted_deployment_20203725.json', 'system': 'Database_Dev', 'is_sensitive': True, 'timestamp': '2024-01-30 13:19:00'}]",9,1,2,44253,192,70,48,18,15,26,47,70.51,-1,medium
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-19,3,3,0,3,737,245.67,0,0,5,2,0,0,0,3,10,1,10,"Git_Repository,Database_Dev,Salesforce,SharePoint,SAP_ERP,FileServer_02,FileServer_01,HRMS","[{'operation': 'open', 'file_name': 'build_20226148.json', 'system': 'SAP_ERP', 'is_sensitive': False, 'timestamp': '2024-01-19 08:36:00'}, {'operation': 'open', 'file_name': 'test_20209484.zip', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-19 16:58:00'}, {'operation': 'open', 'file_name': 'confidential_build_20211208.txt', 'system': 'HRMS', 'is_sensitive': True, 'timestamp': '2024-01-19 04:53:00'}, {'operation': 'open', 'file_name': 'design_20239177.csv', 'system': 'Salesforce', 'is_sensitive': False, 'timestamp': '2024-01-19 19:47:00'}, {'operation': 'open', 'file_name': 'design_20209610.sql', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-19 08:19:00'}, {'operation': 'copy', 'file_name': 'design_20224703.txt', 'system': 'SharePoint', 'is_sensitive': False, 'timestamp': '2024-01-19 11:05:00'}, {'operation': 'copy', 'file_name': 'deployment_20221889.zip', 'system': 'FileServer_02', 'is_sensitive': False, 'timestamp': '2024-01-19 18:22:00'}, {'operation': 'edit', 'file_name': 'api_20225720.xml', 'system': 'Database_Dev', 'is_sensitive': False, 'timestamp': '2024-01-19 09:51:00'}, {'operation': 'edit', 'file_name': 'api_20215102.pptx', 'system': 'FileServer_01', 'is_sensitive': False, 'timestamp': '2024-01-19 16:39:00'}, {'operation': 'edit', 'file_name': 'test_20201809.sql', 'system': 'Salesforce', 'is_sensitive': False, 'timestamp': '2024-01-19 04:39:00'}]",29,7,8,14926,53,25,18,37,37,36,45,13.64,1,medium
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-09,7,7,2,3,1277,182.43,1,1,11,5,0,1,1,5,23,5,23,"Git_Repository,Database_Dev,Salesforce,SharePoint,Database_Production,Cloud_Storage,FileServer_01,FileServer_02,SAP_ERP","[{'operation': 'open', 'file_name': 'deployment_20207100.zip', 'system': 'SAP_ERP', 'is_sensitive': False, 'timestamp': '2024-01-09 19:38:00'}, {'operation': 'open', 'file_name': 'build_20232479.pptx', 'system': 'FileServer_01', 'is_sensitive': False, 'timestamp': '2024-01-09 06:29:00'}, {'operation': 'open', 'file_name': 'build_20222592.zip', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-09 23:10:00'}, {'operation': 'open', 'file_name': 'design_20238566.zip', 'system': 'Cloud_Storage', 'is_sensitive': False, 'timestamp': '2024-01-09 20:34:00'}, {'operation': 'open', 'file_name': 'build_20203498.pptx', 'system': 'FileServer_02', 'is_sensitive': False, 'timestamp': '2024-01-09 04:18:00'}, {'operation': 'open', 'file_name': 'code_20217067.zip', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-09 20:03:00'}, {'operation': 'open', 'file_name': 'build_20212997.xml', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-09 06:31:00'}, {'operation': 'open', 'file_name': 'test_20213490.docx', 'system': 'FileServer_01', 'is_sensitive': False, 'timestamp': '2024-01-09 17:48:00'}, {'operation': 'open', 'file_name': 'code_20233384.xml', 'system': 'SAP_ERP', 'is_sensitive': False, 'timestamp': '2024-01-09 00:42:00'}, {'operation': 'open', 'file_name': 'test_20234832.zip', 'system': 'Cloud_Storage', 'is_sensitive': False, 'timestamp': '2024-01-09 13:03:00'}]",10,2,3,36228,216,138,43,25,29,32,31,56.45,1,medium
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-08,8,8,2,2,2465,308.12,0,0,5,2,0,0,0,3,10,1,10,"Git_Repository,Salesforce,SharePoint,Database_Production,Cloud_Storage,FileServer_01,SAP_ERP","[{'operation': 'open', 'file_name': 'design_20232282.txt', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-08 11:25:00'}, {'operation': 'open', 'file_name': 'design_20215887.xml', 'system': 'Salesforce', 'is_sensitive': False, 'timestamp': '2024-01-08 23:51:00'}, {'operation': 'open', 'file_name': 'api_20201220.xml', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-08 09:40:00'}, {'operation': 'open', 'file_name': 'confidential_code_20224353.csv', 'system': 'SAP_ERP', 'is_sensitive': True, 'timestamp': '2024-01-08 06:49:00'}, {'operation': 'open', 'file_name': 'deployment_20214671.txt', 'system': 'FileServer_01', 'is_sensitive': False, 'timestamp': '2024-01-08 02:19:00'}, {'operation': 'copy', 'file_name': 'code_20238264.csv', 'system': 'SharePoint', 'is_sensitive': False, 'timestamp': '2024-01-08 03:02:00'}, {'operation': 'copy', 'file_name': 'deployment_20208226.txt', 'system': 'FileServer_01', 'is_sensitive': False, 'timestamp': '2024-01-08 09:16:00'}, {'operation': 'edit', 'file_name': 'test_20225506.txt', 'system': 'FileServer_01', 'is_sensitive': False, 'timestamp': '2024-01-08 06:10:00'}, {'operation': 'edit', 'file_name': 'build_20236465.json', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-08 10:17:00'}, {'operation': 'edit', 'file_name': 'spec_20235330.zip', 'system': 'Cloud_Storage', 'is_sensitive': False, 'timestamp': '2024-01-08 22:55:00'}]",7,2,1,20159,167,61,44,31,50,23,15,13.66,1,medium
BCU6400,David Jones,Engineering,DevOps Engineer,2024-01-10,5,5,2,3,1167,233.4,0,0,10,3,0,1,1,6,21,6,21,"Database_Dev,Git_Repository,HRMS,Salesforce,SharePoint,Database_Production,FileServer_02,FileServer_01,SAP_ERP","[{'operation': 'open', 'file_name': 'restricted_api_20235610.sql', 'system': 'Database_Dev', 'is_sensitive': True, 'timestamp': '2024-01-10 16:00:00'}, {'operation': 'open', 'file_name': 'design_20227420.txt', 'system': 'FileServer_02', 'is_sensitive': False, 'timestamp': '2024-01-10 01:58:00'}, {'operation': 'open', 'file_name': 'confidential_test_20218300.docx', 'system': 'Salesforce', 'is_sensitive': True, 'timestamp': '2024-01-10 09:49:00'}, {'operation': 'open', 'file_name': 'build_20218873.zip', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-10 02:25:00'}, {'operation': 'open', 'file_name': 'private_build_20226142.zip', 'system': 'FileServer_01', 'is_sensitive': True, 'timestamp': '2024-01-10 21:22:00'}, {'operation': 'open', 'file_name': 'spec_20200339.xml', 'system': 'SAP_ERP', 'is_sensitive': False, 'timestamp': '2024-01-10 20:45:00'}, {'operation': 'open', 'file_name': 'api_20225500.json', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-10 13:47:00'}, {'operation': 'open', 'file_name': 'build_20212461.pptx', 'system': 'Git_Repository', 'is_sensitive': False, 'timestamp': '2024-01-10 16:57:00'}, {'operation': 'open', 'file_name': 'build_20215994.txt', 'system': 'SharePoint', 'is_sensitive': False, 'timestamp': '2024-01-10 23:34:00'}, {'operation': 'open', 'file_name': 'test_20225408.csv', 'system': 'Database_Production', 'is_sensitive': False, 'timestamp': '2024-01-10 19:29:00'}]",29,7,11,19882,71,48,22,24,40,28,49,55.05,-1,medium
